customer_id,billing_month,plan_price,discount_applied,final_billed_price,expected_revenue,actual_revenue,payment_delay_days,refund_amount,content_hours_available,content_hours_consumed,active_days,login_count,device_count,customer_tenure_months,support_tickets,auto_renew,churn_flag,marketing_channel,region
100012,Jan-2024,999,11.499814145090625,987.5001858549094,1035.1993948006452,760.2364779512952,3.0,182.2637079036142,104,123.44835634380416,5,9,5,31,0,No,0,Paid Search,South
100013,Jan-2024,1499,14.126069342726254,1484.8739306572738,1554.247230486614,1370.4348958942494,6.0,24.439034763024537,210,42.864305692303,13,16,1,28,1,Yes,0,Organic,North
100014,Jan-2024,699,142.51061530372613,556.4893846962739,730.4933800226969,416.2029947065324,2.0,110.28638998974145,126,166.61558357592176,25,9,3,8,1,No,0,Referral,East
100015,Jan-2024,1299,142.13825891295213,1156.861741087048,1269.958966034186,1039.0526023847515,6.0,27.80913870229652,112,50.362888983914544,27,14,3,32,1,Yes,0,Paid Search,West
100016,Jan-2024,699,189.3433368900931,509.6566631099069,687.356795841638,204.96166707483349,2.0,274.6949960350734,152,,27,8,5,43,1,No,0,Organic,South
100017,Jan-2024,1299,139.15511626578706,1159.844883734213,1323.3038991725214,972.2238610419856,10.0,37.62102269222734,293,88.41961394447145,14,10,4,6,1,No,0,Affiliate,South
100018,Jan-2024,1499,267.2782219277195,1231.7217780722804,1508.579111824642,1112.76778229533,2.0,88.95399577695036,109,40.79298309135951,3,13,4,8,2,Yes,0,Organic,East
100019,Jan-2024,499,118.66870818449085,380.33129181550913,517.3816182728011,208.00900408950892,3.0,127.32228772600021,276,76.98572759341712,30,6,3,54,0,Yes,0,Organic,South
100020,Jan-2024,1299,89.55315178456993,1209.44684821543,1267.1103676706618,924.2596547818739,6.0,195.18719343355616,238,27.50718163472248,30,11,4,22,2,Yes,0,Organic,North
100021,Jan-2024,699,135.46839738410472,563.5316026158953,710.0728191027162,298.2752395916096,11.0,100.25636302428569,129,,26,9,1,40,1,Yes,0,Organic,West
100022,Jan-2024,1499,90.81344253197776,1408.1865574680223,1565.0174371347566,1206.896189778975,4.0,141.29036768904726,253,35.678837286433115,1,4,1,51,1,No,0,Referral,South
100023,Jan-2024,1299,182.56691771972373,1116.4330822802763,1262.0917529097396,908.5235551497294,10.0,57.90952713054681,238,84.4083830844134,18,11,5,47,2,No,0,Affiliate,West
100024,Jan-2024,499,276.8631598781899,222.1368401218101,489.36329394289817,147.66727643127444,1.0,59.46956369053568,144,45.93333891758006,27,10,2,31,1,Yes,0,Paid Search,South
100025,Jan-2024,499,31.653061646097697,467.3469383539023,494.3801470133107,273.80378234328424,2.0,163.54315601061808,118,55.62802444804106,12,13,3,51,2,No,0,Referral,North
100026,Jan-2024,999,320.22680236702206,678.7731976329779,957.7507488699905,485.8162917137322,5.0,117.95690591924571,163,,11,10,3,6,2,Yes,0,Organic,West
100027,Jan-2024,999,251.13974936741172,747.8602506325883,966.7192839948765,607.814164363559,2.0,110.04608626902927,153,47.458304562610664,24,13,2,4,1,Yes,0,Paid Search,North
100028,Jan-2024,699,294.7776186498065,404.2223813501935,690.7583447197891,261.3719444537876,,37.850436896405874,157,83.34624885003389,20,4,4,55,2,Yes,0,Organic,South
100029,Jan-2024,1299,172.74766277215573,1126.2523372278442,1243.7136999740055,1090.4851964936006,2.0,5.767140734243661,138,18.778579364842336,22,6,1,59,0,Yes,0,Affiliate,East
100030,Jan-2024,1299,30.868178909781534,1268.1318210902184,1281.1575409746106,1046.327635494896,,56.80418559532235,70,60.763288114516435,30,12,1,7,0,Yes,0,Organic,West
100031,Jan-2024,999,243.69785133769653,755.3021486623035,973.4397645312699,580.6083422157197,6.0,84.69380644658368,180,224.2062608635314,12,10,3,57,3,Yes,0,Paid Search,West
100032,Feb-2024,1299,75.04789118779918,1223.9521088122008,1346.3499283441456,1045.51363181448,3.0,133.4384769977208,225,111.75850254285456,14,11,3,34,1,Yes,0,Referral,North
100033,Feb-2024,1299,164.1461407324026,1134.8538592675973,1313.0933110531605,955.4301942550937,11.0,14.423665012503577,59,43.52091003469916,1,9,4,27,2,Yes,0,Affiliate,North
100034,Feb-2024,499,129.43788086356577,369.56211913643426,518.884652457507,226.19014033657777,8.0,23.37197879985647,136,53.31638631237408,7,14,4,2,0,Yes,0,Affiliate,East
100035,Feb-2024,999,284.9635028156275,714.0364971843725,969.3184090371028,625.3313957692017,4.0,28.70510141517081,258,33.73460282245972,2,10,3,54,0,Yes,1,Paid Search,North
100036,Feb-2024,1499,237.6392407107995,1261.3607592892006,1436.2904655228247,1168.4739489569001,6.0,2.886810332300513,219,75.11343291909748,0,5,4,14,0,Yes,0,Affiliate,East
100037,Feb-2024,999,140.3321042025155,858.6678957974846,984.4193152257374,842.8586186500497,0.0,15.80927714743489,276,14.790132433174305,28,11,2,41,1,No,1,Referral,North
100038,Feb-2024,1499,84.19286322481835,1414.8071367751816,1432.5081384908096,1291.8690695862126,8.0,2.938067188969015,266,35.63107437930184,23,7,1,29,4,No,0,Affiliate,South
100039,Feb-2024,499,73.77270401649587,425.2272959835041,518.1373513523424,320.2565598239508,3.0,59.97073615955334,243,26.133216059473536,10,12,3,39,0,No,0,Affiliate,South
100040,Feb-2024,699,234.50667473813004,464.4933252618699,677.2018269445804,461.4087427138939,,3.0845825479760265,140,34.79747304064346,26,8,2,22,0,Yes,0,Organic,East
100041,Feb-2024,1299,183.61323132559014,1115.38676867441,1252.3753179056152,1001.219371813431,2.0,84.1673968609789,223,58.51585363088277,8,13,2,5,1,No,0,Organic,South
100042,Feb-2024,499,30.386632129543386,468.6133678704566,513.3603184863252,390.82204036107584,5.0,2.7913275093807925,186,3.770963399750241,23,13,5,56,3,Yes,0,Referral,East
100043,Feb-2024,1299,66.79055669626669,1232.2094433037332,1326.591690215353,1025.4701970079182,7.0,101.73924629581501,172,38.845029293274614,16,8,3,44,2,Yes,0,Organic,South
100044,Feb-2024,699,173.4610980188948,525.5389019811053,668.0312263628643,419.473668421688,7.0,1.0652335594172229,226,32.375014769759325,27,11,5,18,1,No,0,Affiliate,East
100045,Feb-2024,699,23.15313987410687,675.8468601258932,699.6686105721934,562.3879575743571,1.0,98.45890255153606,53,96.59396771797287,6,17,2,51,2,Yes,1,Referral,West
100046,Feb-2024,499,34.70442469949076,464.29557530050926,496.44760947369366,386.408273994994,4.0,17.887301305515265,237,22.026154283593605,22,8,3,16,1,Yes,0,Referral,East
100047,Feb-2024,699,230.71292745391847,468.2870725460815,691.0913449988985,332.458069137179,1.0,120.8290034089025,139,59.21251742510925,3,7,5,44,1,Yes,1,Paid Search,South
100048,Feb-2024,1499,294.2686536498809,1204.731346350119,1443.0423536948622,1097.4893490828345,,92.24199726728469,145,43.611386731289485,28,9,1,6,3,Yes,0,Organic,North
100049,Feb-2024,699,59.915756755644196,639.0842432443558,719.0859062445668,514.5519476483437,5.0,49.53229559601212,78,101.50441103266972,28,13,3,1,0,Yes,0,Paid Search,West
100050,Feb-2024,1299,144.62876308653918,1154.3712369134607,1265.2202577480423,1029.7433161239903,8.0,4.627920789470494,135,92.09743154783382,12,8,5,12,1,Yes,0,Paid Search,North
100051,Feb-2024,1299,141.09040008187674,1157.9095999181231,1293.5747666456787,1006.6041055935295,7.0,46.30549432459361,96,146.7080115566903,27,10,4,24,2,Yes,0,Organic,West
100052,Feb-2024,1299,130.295507436418,1168.7044925635819,1348.5002533191068,1078.8253896362453,3.0,44.879102927336675,126,103.99994112372887,23,2,3,11,0,Yes,0,Paid Search,West
100053,Feb-2024,1299,154.87181713875583,1144.128182861244,1275.3896947765666,959.6959377732899,10.0,34.43224508795424,136,62.397184923417655,4,6,4,43,1,No,0,Affiliate,East
100054,Feb-2024,1499,240.77987134081877,1258.2201286591812,1429.4062580983457,1159.4718364054975,4.0,38.74829225368373,240,87.74381862691203,28,16,3,41,1,No,1,Organic,East
100055,Feb-2024,999,69.12907839244855,929.8709216075515,1037.8743310106336,853.924554136792,3.0,30.946367470759483,80,40.466569182495405,11,9,5,34,1,No,0,Organic,West
100056,Feb-2024,499,33.03330414192797,465.96669585807206,498.6951436374027,442.45885087997283,0.0,23.507844978099243,100,,19,6,5,29,2,Yes,0,Paid Search,South
100057,Feb-2024,1299,352.80119203245124,946.1988079675488,1298.6184726225276,734.804983424807,9.0,76.39382454274178,218,55.952546331537555,28,11,3,32,2,No,0,Organic,West
100058,Feb-2024,699,280.73063093880603,418.26936906119397,702.5939611053332,363.00462398787033,0.0,55.26474507332364,85,23.09797507067298,4,13,2,57,0,Yes,1,Organic,South
100059,Feb-2024,1299,17.56345545007224,1281.4365445499277,1257.4234246528038,1051.1723530615313,2.0,200.26419148839625,294,99.04333854634501,10,10,5,21,0,Yes,0,Organic,West
100060,Feb-2024,699,166.2758410531144,532.7241589468856,714.0205399127132,523.5189393800856,,9.205219566799968,217,125.45081147172337,1,7,3,40,0,Yes,0,Affiliate,South
100061,Mar-2024,699,271.28425975033326,427.71574024966674,680.2235554451462,343.3260316713499,3.0,39.38970857831686,144,44.11815286485665,3,12,3,33,0,No,0,Organic,East
100062,Mar-2024,1299,239.8852733431247,1059.1147266568753,1273.1691476584547,604.3702011681193,10.0,304.74452548875604,237,46.800554917847414,9,12,1,33,0,No,0,Paid Search,West
100063,Mar-2024,1499,205.44159719151418,1293.5584028084859,1518.665228283025,1246.44255719222,1.0,32.11584561626583,64,28.740921812546162,23,14,4,28,0,No,0,Referral,West
100064,Mar-2024,699,129.57277300899074,569.4272269910093,716.4579584051547,398.1695174776272,3.0,126.2577095133821,127,,6,15,1,44,1,No,0,Paid Search,South
100065,Mar-2024,699,357.2764710074349,341.7235289925651,715.1201198572348,185.599540076352,4.0,96.12398891621308,276,81.12194312130964,11,13,4,36,1,Yes,0,Affiliate,South
100066,Mar-2024,1299,176.5030646951352,1122.4969353048648,1244.8511009203453,870.7145736815665,,236.78236162329827,265,18.146835496823563,7,11,4,1,3,Yes,0,Referral,West
100067,Mar-2024,699,88.20488888151716,610.7951111184829,716.7949392931113,516.3434537074721,2.0,64.45165741101076,207,,29,8,1,12,2,Yes,0,Referral,South
100068,Mar-2024,699,254.52908746147145,444.4709125385285,710.3745079211542,190.90445519568664,12.0,73.56645734284189,207,77.56897447247009,22,16,2,46,1,Yes,0,Referral,East
100069,Mar-2024,1299,161.52703703417046,1137.4729629658295,1312.6519673153712,1023.0425932544229,5.0,39.43036971140674,204,56.56700793649124,22,6,3,33,1,Yes,0,Affiliate,East
100070,Mar-2024,1299,191.97572727043467,1107.0242727295654,1359.6469653934478,1043.201944007925,0.0,63.82232872164041,290,81.44969270244304,26,11,5,44,1,No,0,Organic,West
100071,Mar-2024,499,174.3779041909449,324.6220958090551,491.356601044759,234.34991074233534,4.0,30.272185066719786,89,25.772072271661646,22,10,3,5,1,Yes,0,Referral,West
100072,Mar-2024,1499,209.6130688520292,1289.3869311479707,1526.4446239479607,1153.7115823821666,1.0,120.67534876580402,255,159.3219757501399,15,17,1,2,1,Yes,0,Affiliate,South
100073,Mar-2024,1499,32.58524959209517,1466.4147504079049,1509.9777633007175,1187.4661396011606,17.0,23.948610806744327,94,22.441417900472054,1,13,2,36,5,Yes,0,Organic,East
100074,Mar-2024,699,24.132766460401,674.867233539599,691.1683992450614,520.3805663013517,5.0,79.48666723824738,288,32.35403055058584,2,9,5,24,0,Yes,0,Affiliate,North
100075,Mar-2024,1499,322.09592678803006,1176.90407321197,1542.2071180419387,1124.6164300903981,2.0,22.287643121571918,252,26.73260565334722,16,9,5,43,1,Yes,0,Affiliate,East
100076,Mar-2024,699,179.9501474147003,519.0498525852997,692.2300264786567,257.65688178012584,8.0,141.3929708051739,224,156.25180413583584,14,5,2,54,1,Yes,0,Affiliate,South
100077,Mar-2024,499,242.50167328902944,256.49832671097056,501.92192944820295,156.4675476118897,4.0,40.03077909908086,285,36.0842562547015,17,9,5,50,0,Yes,0,Organic,South
100078,Mar-2024,1299,61.17110642131513,1237.828893578685,1306.8754765028145,1186.697377896677,0.0,51.13151568200804,139,20.803957928182054,9,14,5,51,0,Yes,0,Organic,West
100079,Mar-2024,1299,278.0019730457403,1020.9980269542597,1300.4714607368462,867.272034746591,9.0,18.725992207668693,105,214.7493487062657,21,10,2,50,3,Yes,0,Paid Search,East
100080,Mar-2024,1299,87.42172255730789,1211.578277442692,1293.4665482740475,1131.499864763292,1.0,65.07841267940003,103,139.69594773217457,1,11,1,52,3,No,0,Referral,West
100081,Mar-2024,1499,53.25381998291466,1445.7461800170854,1449.2000890136212,1372.6378481023146,0.0,73.10833191477087,134,113.16941275530104,16,15,1,47,1,Yes,0,Paid Search,South
100082,Mar-2024,499,142.39521988416163,356.60478011583837,486.06820356849914,179.7890724846132,0.0,,58,,30,9,5,21,3,Yes,0,Affiliate,West
100083,Mar-2024,1499,32.64237473489702,1466.357625265103,1442.5630897360275,1256.1699481595685,7.0,105.18767710553442,167,21.578711310718283,15,12,1,30,0,No,0,Organic,West
100084,Mar-2024,1499,149.79219621292717,1349.2078037870729,1532.5013268032353,1257.8691077400904,5.0,16.33869604698237,288,,23,8,1,15,1,Yes,0,Paid Search,West
100085,Mar-2024,499,133.63939835826162,365.3606016417384,511.19030291866943,101.33158242187108,11.0,99.02901921986734,114,41.778366454603635,24,11,5,9,1,Yes,0,Organic,West
100086,Mar-2024,499,277.24750862806593,221.75249137193407,505.9125957220816,96.73262710106182,1.0,110.01986427087225,157,64.2483304127179,6,14,5,55,2,No,0,Paid Search,North
100087,Mar-2024,499,331.60134025673636,167.39865974326364,519.8403927563768,-151.19861055604895,7.0,213.59727029931258,247,48.68297894065234,18,11,1,32,3,Yes,0,Organic,South
100088,Mar-2024,499,327.78189514098995,171.21810485901005,487.2717101504176,28.788764556760526,7.0,37.42934030224953,178,124.68975529393268,15,11,4,8,1,Yes,0,Organic,East
100089,Mar-2024,1299,121.74179752753395,1177.258202472466,1340.701005285812,1043.891406712203,,43.36679576026308,263,3.2600217046487407,0,10,2,23,2,Yes,0,Paid Search,West
100090,Mar-2024,999,37.77998041880578,961.2200195811943,967.6147843905252,806.2360758786176,0.0,,292,18.784950461895225,3,10,1,27,1,Yes,0,Organic,East
100091,Mar-2024,999,122.98641165868344,876.0135883413166,955.8254835954302,691.1319342399931,5.0,109.88165410132336,295,134.2447434642749,12,8,1,42,1,No,0,Affiliate,East
100092,Apr-2024,499,6.7749270677963125,492.2250729322037,474.0564283541912,428.59611146602396,2.0,33.628961466179774,190,29.142591758390704,9,9,4,8,3,Yes,0,Referral,East
100093,Apr-2024,999,72.05781469154023,926.9421853084598,1007.0552730857363,791.3955314137353,2.0,105.54665389472453,87,121.57795991584763,30,5,3,29,0,Yes,0,Paid Search,South
100094,Apr-2024,999,199.26739382723324,799.7326061727667,1026.846156490127,650.9555801763062,1.0,133.77702599646057,290,27.895396297437024,10,13,3,11,0,No,0,Affiliate,West
100095,Apr-2024,499,87.60801186089515,411.39198813910485,515.1170202893219,179.64386931862634,7.0,126.74811882047848,222,40.52255903890873,18,19,2,21,2,Yes,0,Paid Search,East
100096,Apr-2024,999,90.9515914861625,908.0484085138376,996.068386726642,715.9870027987502,9.0,57.06140571508743,154,167.76038984568444,14,15,5,51,0,Yes,1,Organic,West
100097,Apr-2024,1499,171.8117619839716,1327.1882380160284,1432.8522049100511,1102.7730203093083,5.0,149.41521770672023,89,87.19986674007902,10,11,1,44,0,No,0,Paid Search,West
100098,Apr-2024,699,55.11715742493732,643.8828425750627,666.5497889672223,479.0477217330208,3.0,119.83512084204186,272,57.34017513042284,2,9,4,39,1,No,0,Referral,East
100099,Apr-2024,699,49.36882164433635,649.6311783556637,728.1728753082659,493.2746433115758,6.0,66.35653504408785,192,73.01579903766793,1,10,5,30,0,No,0,Paid Search,North
100100,Apr-2024,499,89.57320490191529,409.4267950980847,478.6877240223892,110.90568932547882,9.0,163.5211057726059,227,,10,10,5,33,0,Yes,0,Affiliate,South
100101,Apr-2024,1299,125.7117613642387,1173.2882386357612,1335.9779542231072,1030.954843464226,6.0,52.33339517153512,179,54.85690429616871,9,8,3,3,2,Yes,0,Affiliate,West
100102,Apr-2024,499,159.23447882706543,339.76552117293454,477.5213975521826,95.48679696140005,1.0,229.2787242115345,230,77.3687045568385,2,6,1,55,1,Yes,0,Referral,West
100103,Apr-2024,1299,330.077974767965,968.922025232035,1257.8669492892236,943.4795975845915,0.0,25.44242764744358,272,217.61715715523613,26,11,2,13,3,Yes,0,Paid Search,North
100104,Apr-2024,699,259.00033932973133,439.99966067026867,675.4343807661205,419.37079155920287,0.0,20.62886911106578,203,20.086130271531122,4,10,4,36,1,Yes,0,Referral,South
100105,Apr-2024,499,57.68279706096783,441.3172029390322,487.8776498874377,253.29076728331523,7.0,83.02643565571698,243,56.89616973016124,14,7,1,23,2,No,0,Paid Search,East
100106,Apr-2024,1499,118.64051286582387,1380.359487134176,1484.8539294883356,1298.3391839575454,5.0,7.020303176630733,124,33.61978254286407,3,12,5,26,1,Yes,0,Referral,South
100107,Apr-2024,999,110.46730354894518,888.5326964510548,961.5101262648427,565.1594140652277,16.0,83.37328238582707,82,23.537191873226917,16,11,5,10,2,Yes,0,Organic,East
100108,Apr-2024,1299,88.30169801751076,1210.6983019824893,1360.4633293838212,1094.550516618693,5.0,41.14778536379613,259,56.41583533906823,0,12,2,38,0,Yes,0,Paid Search,East
100109,Apr-2024,999,182.7018990985092,816.2981009014908,949.2501310887027,749.8118826264254,2.0,36.48621827506538,134,23.97165799282502,0,7,3,36,1,Yes,1,Paid Search,North
100110,Apr-2024,999,73.17354635650898,925.826453643491,1026.184634761377,795.8490870763561,6.0,39.97736656713489,108,20.89778858479911,11,12,2,23,0,Yes,0,Referral,West
100111,Apr-2024,499,255.68572656077805,243.31427343922195,500.3227520901797,61.88227104130232,5.0,106.43200239791962,144,46.151281050795795,9,14,2,8,1,Yes,1,Affiliate,South
100112,Apr-2024,999,353.2260948858426,645.7739051141574,957.5990926691611,503.205135643115,8.0,22.568769471042405,75,75.7306609033752,8,4,1,14,2,Yes,0,Paid Search,South
100113,Apr-2024,1499,117.61913511938198,1381.380864880618,1442.0427778575681,1191.7851159345041,10.0,39.59574894611386,271,71.49252861451748,8,12,3,24,0,Yes,0,Referral,East
100114,Apr-2024,999,115.27626898586055,883.7237310141395,1007.9909223858594,783.3502113153894,3.0,55.37351969875015,152,46.90758982338642,24,12,5,55,1,Yes,0,Affiliate,North
100115,Apr-2024,499,168.8453096650406,330.1546903349594,489.78114421272636,239.44142261043083,6.0,0.7132677245285919,70,14.708055899642975,30,7,3,18,1,Yes,0,Organic,North
100116,Apr-2024,1499,272.32631723522525,1226.6736827647746,1491.5333915711005,1166.736741597349,2.0,29.936941167425616,226,13.8658827223561,25,10,1,40,1,No,0,Affiliate,East
100117,Apr-2024,699,111.08475398193093,587.9152460180691,702.4383188382998,424.43635696898025,5.0,88.47888904908882,129,65.77543608968365,19,10,1,37,4,Yes,0,Affiliate,North
100118,Apr-2024,999,262.07341993220837,736.9265800677916,1006.3274785326108,582.4360019007753,,124.49057816701635,120,29.852912934721417,19,14,2,46,0,Yes,1,Affiliate,West
100119,Apr-2024,499,208.61936069438912,290.3806393056109,503.1222722083142,172.38072872179401,1.0,,263,59.34975781402843,29,7,1,25,1,Yes,0,Affiliate,North
100120,Apr-2024,699,433.39337328056286,265.60662671943714,668.9465397105178,58.01359328224319,3.0,162.59303343719395,248,53.65337806101863,13,14,3,54,3,Yes,0,Referral,North
100121,Apr-2024,699,110.56055818052448,588.4394418194755,715.8094495260885,538.2174378329137,0.0,50.222003986561845,115,7.551846995408406,25,8,2,47,3,Yes,0,Paid Search,West
100122,May-2024,1299,87.12005372650003,1211.8799462735,1272.176190801879,970.5958065679247,7.0,136.2841397055753,86,135.93919460793373,22,11,2,20,0,No,0,Organic,East
100123,May-2024,1499,21.952694482261677,1477.0473055177383,1441.2031895840305,1361.5538803194042,6.0,25.49342519833401,63,13.673693541604809,28,8,2,25,2,Yes,0,Affiliate,North
100124,May-2024,999,151.43138848801885,847.5686115119811,959.2598693101379,699.9196201800364,3.0,102.64899133194467,249,,18,10,3,17,2,Yes,0,Referral,East
100125,May-2024,499,273.3458512824902,225.65414871750983,485.8770798880244,215.5216775086784,,10.132471208831433,270,16.485028210041122,9,14,2,4,2,Yes,0,Affiliate,East
100126,May-2024,1299,71.69890314951314,1227.3010968504868,1315.715520785197,1148.776589787308,3.0,,157,29.267559860880475,2,11,4,59,4,Yes,0,Referral,East
100127,May-2024,1499,122.28810601496039,1376.7118939850395,1494.7912509754724,1237.8754397905752,,78.83645419446437,184,32.300673456762404,19,15,4,21,1,Yes,0,Organic,West
100128,May-2024,1299,232.1811284797891,1066.818871520211,1247.9589268421898,914.3505832719774,,152.46828824823353,215,,26,13,3,20,0,Yes,0,Affiliate,South
100129,May-2024,1499,34.17208789458509,1464.827912105415,1428.8996661776835,1314.0614817549365,5.0,75.76643035047852,222,42.40294917242311,21,13,5,45,2,Yes,0,Paid Search,East
100130,May-2024,1499,76.64767209662185,1422.3523279033782,1427.7473864779874,1161.760587256811,2.0,230.59174064656705,199,155.8002157889112,16,11,5,47,2,Yes,1,Paid Search,South
100131,May-2024,999,9.872797486768718,989.1272025132313,991.1170724757734,794.5416006227354,9.0,59.58560189049591,221,22.70782167187543,26,10,2,41,1,Yes,0,Affiliate,South
100132,May-2024,1499,291.3873711459074,1207.6126288540927,1542.192025361645,1149.5537928457734,,58.05883600831932,130,77.6537903014609,29,9,3,17,1,Yes,1,Affiliate,South
100133,May-2024,1299,335.00073741556406,963.9992625844359,1308.56447853697,886.9430514747366,0.0,77.05621110969926,129,112.57561741970366,2,6,2,35,2,No,0,Paid Search,East
100134,May-2024,1499,39.529798739167234,1459.4702012608327,1545.4207874450399,1289.1540024513058,6.0,80.3161988095269,274,71.96221671593305,11,9,2,41,1,Yes,1,Organic,West
100135,May-2024,999,132.9377401214132,866.0622598785868,980.9569199185764,696.8951795212516,6.0,79.16708035733518,152,,14,12,4,23,1,Yes,0,Affiliate,North
100136,May-2024,999,318.87107700779336,680.1289229922066,963.0700721949552,556.5487633862144,5.0,48.58015960599225,84,72.45067382093919,30,6,1,21,3,Yes,0,Affiliate,South
100137,May-2024,1299,197.84342203466855,1101.1565779653315,1338.359908740444,907.9811580856501,5.0,118.17541987968137,151,70.91172511957397,4,11,3,43,0,Yes,0,Referral,South
100138,May-2024,699,91.29129204010864,607.7087079598914,714.9261366197502,327.25388254369284,2.0,250.45482541619856,237,,26,7,1,54,0,Yes,0,Affiliate,North
100139,May-2024,699,35.53945435330786,663.4605456466921,705.2285965399806,597.8218271260832,3.0,20.63871852060886,273,63.81911873112175,14,8,4,52,2,Yes,0,Affiliate,West
100140,May-2024,1499,288.3533462187437,1210.6466537812562,1557.1252186434497,1163.9457350322311,0.0,46.700918749025114,294,112.98076019586662,19,9,1,21,2,Yes,0,Organic,West
100141,May-2024,499,193.2618257933397,305.7381742066603,505.52093728091637,215.91490689631752,2.0,59.82326731034276,180,,23,8,4,24,1,Yes,0,Referral,South
100142,May-2024,1499,26.758366529010658,1472.2416334709894,1502.8697441614997,1242.0879287186983,8.0,110.1537047522911,167,111.60716651214435,15,9,5,37,1,Yes,1,Organic,South
100143,May-2024,1299,292.7869264649989,1006.2130735350011,1299.300075653486,851.1362286750908,3.0,110.07684485991021,244,145.97523709595785,8,10,4,58,1,No,0,Affiliate,South
100144,May-2024,1299,42.048427410944385,1256.9515725890556,1314.2470176051722,1156.628903372195,2.0,70.32266921686056,249,37.35434498482832,7,5,3,18,0,Yes,0,Affiliate,West
100145,May-2024,1299,123.54166149991062,1175.4583385000894,1301.1596304584532,1120.4621670756687,0.0,,287,33.022533355978766,10,6,5,56,1,Yes,0,Referral,East
100146,May-2024,1299,118.2462355953445,1180.7537644046556,1269.4739049377388,944.2206020987624,8.0,116.53316230589326,144,128.42347873261266,26,7,2,44,1,No,0,Referral,South
100147,May-2024,1299,344.20575946174023,954.7942405382598,1357.9580391178326,734.1638745715952,3.0,175.63036596666467,104,110.11147993750927,8,14,3,19,1,No,0,Organic,North
100148,May-2024,999,118.67445697438168,880.3255430256183,1044.7603529039882,848.2282164003395,1.0,17.097326625278825,58,8.977687484773748,15,8,3,5,2,Yes,0,Affiliate,North
100149,May-2024,699,118.242877643913,580.7571223560869,675.7125380382411,496.49401847042384,3.0,39.26310388566313,118,59.90327213458871,13,7,3,44,2,Yes,0,Affiliate,South
100150,May-2024,1299,13.569401387723246,1285.4305986122768,1302.9742670410774,1204.762922828084,4.0,20.667675784192827,77,166.8758297199398,14,7,1,27,2,Yes,0,Organic,East
100151,May-2024,499,73.15227851296731,425.8477214870327,513.4518323243223,176.77187973936276,8.0,129.07584174766993,192,18.702469154649368,29,9,1,6,2,Yes,0,Organic,South
100152,May-2024,499,51.924544694322904,447.0754553056771,476.7833113690008,329.2576602338012,1.0,102.8177950718759,162,16.283379253600664,13,10,2,49,1,Yes,0,Referral,North
100153,Jun-2024,499,58.17331607943687,440.82668392056314,480.2157797089135,312.28100994450875,2.0,98.54567397605439,268,28.432917285207687,23,13,1,14,0,Yes,0,Affiliate,North
100154,Jun-2024,499,150.75414298702478,348.2458570129752,501.2401604249382,168.2813616627883,11.0,14.964495350186894,283,35.38103140406752,9,6,3,3,2,Yes,1,Affiliate,North
100155,Jun-2024,999,142.1011663011111,856.8988336988889,951.8811064039561,677.4003316241398,5.0,104.49850207474915,80,10.81887379896576,12,13,4,1,1,Yes,1,Organic,East
